id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,city,state,notes
SMU45167001500000001A,2021-12-30,2021-12-30,"All Employees: Mining, Logging, and Construction in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:45-05,1,1,Charleston,SC,
SMU45167003000000001A,2021-12-30,2021-12-30,"All Employees: Manufacturing in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:45-05,1,1,Charleston,SC,
SMU45167004000000001A,2021-12-30,2021-12-30,"All Employees: Trade, Transportation, and Utilities in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:44-05,1,1,Charleston,SC,
SMU45167004100000001,2021-12-30,2021-12-30,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:36-06,1,1,Charleston,SC,
SMU45167004100000001A,2021-12-30,2021-12-30,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:44-05,1,1,Charleston,SC,
SMU45167004100000001SA,2021-12-30,2021-12-30,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:11-06,1,1,Charleston,SC,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45167004100000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU45167004200000001,2021-12-30,2021-12-30,"All Employees: Retail Trade in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:36-06,1,1,Charleston,SC,
SMU45167004200000001A,2021-12-30,2021-12-30,"All Employees: Retail Trade in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:44-05,1,1,Charleston,SC,
SMU45167004200000001SA,2021-12-30,2021-12-30,"All Employees: Retail Trade in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:11-06,1,1,Charleston,SC,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45167004200000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU45167004245200001,2021-12-30,2021-12-30,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",2003-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:35-06,1,1,Charleston,SC,
SMU45167004245200001A,2021-12-30,2021-12-30,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",2003-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:44-05,1,1,Charleston,SC,
SMU45167004245200001SA,2021-12-30,2021-12-30,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",2003-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:10-06,1,1,Charleston,SC,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45167004245200001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU45167004300000001,2021-12-30,2021-12-30,"All Employees: Transportation and Utilities: Transportation, Warehousing, and Utilities in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:35-06,1,1,Charleston,SC,
SMU45167004300000001A,2021-12-30,2021-12-30,"All Employees: Transportation and Utilities: Transportation, Warehousing, and Utilities in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:51:19-05,0,1,Charleston,SC,
SMU45167004300000001SA,2021-12-30,2021-12-30,"All Employees: Transportation and Utilities: Transportation, Warehousing, and Utilities in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:10-06,1,1,Charleston,SC,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45167004300000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU45167005000000001A,2021-12-30,2021-12-30,"All Employees: Information in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:44-05,1,1,Charleston,SC,
SMU45167005500000001A,2021-12-30,2021-12-30,"All Employees: Financial Activities in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:44-05,1,1,Charleston,SC,
SMU45167006000000001A,2021-12-30,2021-12-30,"All Employees: Professional and Business Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:44-05,1,1,Charleston,SC,
SMU45167006056000001,2021-12-30,2021-12-30,"All Employees: Professional and Business Services: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:35-06,1,1,Charleston,SC,
SMU45167006056000001A,2021-12-30,2021-12-30,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:51:19-05,1,1,Charleston,SC,
SMU45167006056000001SA,2021-12-30,2021-12-30,"All Employees: Professional and Business Services: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:10-06,1,1,Charleston,SC,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45167006056000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU45167006500000001A,2021-12-30,2021-12-30,"All Employees: Education and Health Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:44-05,1,1,Charleston,SC,
SMU45167007000000001A,2021-12-30,2021-12-30,"All Employees: Leisure and Hospitality in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:44-05,1,1,Charleston,SC,
SMU45167007072000001,2021-12-30,2021-12-30,"All Employees: Leisure and Hospitality: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:35-06,1,1,Charleston,SC,
SMU45167007072000001A,2021-12-30,2021-12-30,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:43-05,1,1,Charleston,SC,
SMU45167007072000001SA,2021-12-30,2021-12-30,"All Employees: Leisure and Hospitality: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:10-06,1,1,Charleston,SC,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45167007072000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU45167007072200001,2021-12-30,2021-12-30,"All Employees: Leisure and Hospitality: Food Services and Drinking Places in Charleston-North Charleston, SC (MSA)",2003-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:35-06,1,1,Charleston,SC,
SMU45167007072200001A,2021-12-30,2021-12-30,"All Employees: Food Services and Drinking Places in Charleston-North Charleston, SC (MSA)",2003-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:43-05,1,1,Charleston,SC,
SMU45167007072200001SA,2021-12-30,2021-12-30,"All Employees: Leisure and Hospitality: Food Services and Drinking Places in Charleston-North Charleston, SC (MSA)",2003-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:09-06,1,1,Charleston,SC,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45167007072200001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU45167008000000001A,2021-12-30,2021-12-30,"All Employees: Other Services in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:43-05,1,1,Charleston,SC,
SMU45167009000000001A,2021-12-30,2021-12-30,"All Employees: Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:43-05,1,1,Charleston,SC,
SMU45167009091000001,2021-12-30,2021-12-30,"All Employees: Government: Federal Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:35-06,1,1,Charleston,SC,
SMU45167009091000001A,2021-12-30,2021-12-30,"All Employees: Federal Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:43-05,1,1,Charleston,SC,
SMU45167009091000001SA,2021-12-30,2021-12-30,"All Employees: Government: Federal Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:09-06,1,1,Charleston,SC,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45167009091000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU45167009092000001,2021-12-30,2021-12-30,"All Employees: Government: State Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:34-06,1,1,Charleston,SC,
SMU45167009092000001A,2021-12-30,2021-12-30,"All Employees: State Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:20:43-05,1,1,Charleston,SC,
SMU45167009092000001SA,2021-12-30,2021-12-30,"All Employees: Government: State Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:09-06,1,1,Charleston,SC,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45167009092000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU45167009093000001,2021-12-30,2021-12-30,"All Employees: Government: Local Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:34-06,1,1,Charleston,SC,
SMU45167009093000001A,2021-12-30,2021-12-30,"All Employees: Local Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:51:19-05,0,1,Charleston,SC,
SMU45167009093000001SA,2021-12-30,2021-12-30,"All Employees: Government: Local Government in Charleston-North Charleston, SC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:09-06,1,1,Charleston,SC,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45167009093000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SUSCMSA16700,2021-12-30,2021-12-30,"Market Hotness: Supply Score in Charleston-North Charleston, SC (CBSA)",2017-08-01,2021-11-01,Monthly,M,Score,Score,Not Seasonally Adjusted,NSA,2021-12-02 16:14:14-06,1,1,Charleston,SC,"The supply score is an index representing a zip code, county or metro's median days on market ranking compared to other zip codes, counties or metros.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/)."
ACTLISCOU36260,2021-12-30,2021-12-30,"Housing Inventory: Active Listing Count in Ogden-Clearfield, UT (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:08:03-06,1,1,Ogden,UT,"The count of active single-family and condo/townhome listings for a given market during the specified month (excludes pending listings).

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/)."
ACTLISCOUMM36260,2021-12-30,2021-12-30,"Housing Inventory: Active Listing Count Month-Over-Month in Ogden-Clearfield, UT (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:08:28-06,1,1,Ogden,UT,"The count of active single-family and condo/townhome listings for a given market during the specified month (excludes pending listings).

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/)."
ACTLISCOUYY36260,2021-12-30,2021-12-30,"Housing Inventory: Active Listing Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:06:19-06,1,1,Ogden,UT,"The count of active single-family and condo/townhome listings for a given market during the specified month (excludes pending listings).

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/)."
ATNHPIUS36260Q,2021-12-30,2021-12-30,"All-Transactions House Price Index for Ogden-Clearfield, UT (MSA)",1978-01-01,2021-07-01,Quarterly,Q,Index 1995:Q1=100,Index 1995 Q1=100,Not Seasonally Adjusted,NSA,2021-11-30 09:03:57-06,3,3,Ogden,UT,Estimated using sales prices and appraisal data.
AVELISPRI36260,2021-12-30,2021-12-30,"Housing Inventory: Average Listing Price in Ogden-Clearfield, UT (CBSA)",2016-07-01,2021-11-01,Monthly,M,U.S. Dollars,U.S. $,Not Seasonally Adjusted,NSA,2021-12-06 18:05:05-06,1,1,Ogden,UT,"The average listing price in a given market during the specified month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/)."
AVELISPRIMM36260,2021-12-30,2021-12-30,"Housing Inventory: Average Listing Price Month-Over-Month in Ogden-Clearfield, UT (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:04:07-06,1,1,Ogden,UT,"The average listing price in a given market during the specified month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/)."
AVELISPRIYY36260,2021-12-30,2021-12-30,"Housing Inventory: Average Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:05:22-06,1,1,Ogden,UT,"The average listing price in a given market during the specified month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/)."
DESCMSA36260,2021-12-30,2021-12-30,"Market Hotness: Demand Score in Ogden-Clearfield, UT (CBSA)",2017-08-01,2021-11-01,Monthly,M,Score,Score,Not Seasonally Adjusted,NSA,2021-12-02 16:30:43-06,1,1,Ogden,UT,"The demand score is an index representing a market's average listing views on realtor.com relative to other markets.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/)."
ENUC362630010,2021-12-30,2021-12-30,"Total Quarterly Wages in Ogden-Clearfield, UT (MSA)",1990-01-01,2021-04-01,Quarterly,Q,Dollars,$,Not Seasonally Adjusted,NSA,2021-12-01 11:08:42-06,1,1,Ogden,UT,"Total wages are the wages paid by Unemployment Insurance covered employers during the calendar quarter, regardless of when the services were performed. Included in wages are pay for vacation and other paid leave, bonuses, stock options, tips, the cash val"
