code,county,MSA Code,msa,MSA Type,CSA Code,CSA Title
18083,"Knox County, Indiana",C4718,"Vincennes, IN",Micro,,
18085,"Kosciusko County, Indiana",C4770,"Warsaw, IN",Micro,,
18087,"LaGrange County, Indiana",,,,,
18089,"Lake County, Indiana",C1698,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,CS176,"Chicago-Naperville, IL-IN-WI"
18091,"LaPorte County, Indiana",C3314,"Michigan City-La Porte, IN",Metro,CS176,"Chicago-Naperville, IL-IN-WI"
18093,"Lawrence County, Indiana",C1326,"Bedford, IN",Micro,CS144,"Bloomington-Bedford, IN"
18095,"Madison County, Indiana",C2690,"Indianapolis-Carmel-Anderson, IN",Metro,CS294,"Indianapolis-Carmel-Muncie, IN"
18097,"Marion County, Indiana",C2690,"Indianapolis-Carmel-Anderson, IN",Metro,CS294,"Indianapolis-Carmel-Muncie, IN"
18099,"Marshall County, Indiana",C3850,"Plymouth, IN",Micro,CS515,"South Bend-Elkhart-Mishawaka, IN-MI"
18101,"Martin County, Indiana",,,,,
18103,"Miami County, Indiana",C3794,"Peru, IN",Micro,CS316,"Kokomo-Peru, IN"
18105,"Monroe County, Indiana",C1402,"Bloomington, IN",Metro,CS144,"Bloomington-Bedford, IN"
18107,"Montgomery County, Indiana",C1882,"Crawfordsville, IN",Micro,CS294,"Indianapolis-Carmel-Muncie, IN"
18109,"Morgan County, Indiana",C2690,"Indianapolis-Carmel-Anderson, IN",Metro,CS294,"Indianapolis-Carmel-Muncie, IN"
18111,"Newton County, Indiana",C1698,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,CS176,"Chicago-Naperville, IL-IN-WI"
18113,"Noble County, Indiana",C2834,"Kendallville, IN",Micro,CS258,"Fort Wayne-Huntington-Auburn, IN"
18115,"Ohio County, Indiana",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
18117,"Orange County, Indiana",,,,,
18119,"Owen County, Indiana",C1402,"Bloomington, IN",Metro,CS144,"Bloomington-Bedford, IN"
18121,"Parke County, Indiana",,,,,
18123,"Perry County, Indiana",,,,,
18125,"Pike County, Indiana",C2754,"Jasper, IN",Micro,,
18127,"Porter County, Indiana",C1698,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,CS176,"Chicago-Naperville, IL-IN-WI"
18129,"Posey County, Indiana",C2178,"Evansville, IN-KY",Metro,,
18131,"Pulaski County, Indiana",,,,,
18133,"Putnam County, Indiana",C2690,"Indianapolis-Carmel-Anderson, IN",Metro,CS294,"Indianapolis-Carmel-Muncie, IN"
18135,"Randolph County, Indiana",,,,,
18137,"Ripley County, Indiana",,,,,
18139,"Rush County, Indiana",,,,,
18141,"St. Joseph County, Indiana",C4378,"South Bend-Mishawaka, IN-MI",Metro,CS515,"South Bend-Elkhart-Mishawaka, IN-MI"
18143,"Scott County, Indiana",C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
18145,"Shelby County, Indiana",C2690,"Indianapolis-Carmel-Anderson, IN",Metro,CS294,"Indianapolis-Carmel-Muncie, IN"
18147,"Spencer County, Indiana",,,,,
18149,"Starke County, Indiana",,,,,
18151,"Steuben County, Indiana",C1142,"Angola, IN",Micro,CS258,"Fort Wayne-Huntington-Auburn, IN"
18153,"Sullivan County, Indiana",C4546,"Terre Haute, IN",Metro,,
18155,"Switzerland County, Indiana",,,,,
18157,"Tippecanoe County, Indiana",C2920,"Lafayette-West Lafayette, IN",Metro,CS320,"Lafayette-West Lafayette-Frankfort, IN"
18159,"Tipton County, Indiana",,,,,
18161,"Union County, Indiana",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
18163,"Vanderburgh County, Indiana",C2178,"Evansville, IN-KY",Metro,,
18165,"Vermillion County, Indiana",C4546,"Terre Haute, IN",Metro,,
18167,"Vigo County, Indiana",C4546,"Terre Haute, IN",Metro,,
18169,"Wabash County, Indiana",C4734,"Wabash, IN",Micro,,
18171,"Warren County, Indiana",,,,,
18173,"Warrick County, Indiana",C2178,"Evansville, IN-KY",Metro,,
18175,"Washington County, Indiana",C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
18177,"Wayne County, Indiana",C3998,"Richmond, IN",Micro,CS458,"Richmond-Connersville, IN"
18179,"Wells County, Indiana",C2306,"Fort Wayne, IN",Metro,CS258,"Fort Wayne-Huntington-Auburn, IN"
18181,"White County, Indiana",,,,,
18183,"Whitley County, Indiana",C2306,"Fort Wayne, IN",Metro,CS258,"Fort Wayne-Huntington-Auburn, IN"
19001,"Adair County, Iowa",,,,,
19003,"Adams County, Iowa",,,,,
19005,"Allamakee County, Iowa",,,,,
19007,"Appanoose County, Iowa",,,,,
19009,"Audubon County, Iowa",,,,,
19011,"Benton County, Iowa",C1630,"Cedar Rapids, IA",Metro,CS168,"Cedar Rapids-Iowa City, IA"
19013,"Black Hawk County, Iowa",C4794,"Waterloo-Cedar Falls, IA",Metro,,
19015,"Boone County, Iowa",C1434,"Boone, IA",Micro,CS218,"Des Moines-Ames-West Des Moines, IA"
19017,"Bremer County, Iowa",C4794,"Waterloo-Cedar Falls, IA",Metro,,
19019,"Buchanan County, Iowa",,,,,
19021,"Buena Vista County, Iowa",C4474,"Storm Lake, IA",Micro,,
19023,"Butler County, Iowa",,,,,
19025,"Calhoun County, Iowa",,,,,
19027,"Carroll County, Iowa",,,,,
19029,"Cass County, Iowa",,,,,
19031,"Cedar County, Iowa",,,,,
19033,"Cerro Gordo County, Iowa",C3238,"Mason City, IA",Micro,,
19035,"Cherokee County, Iowa",,,,,
19037,"Chickasaw County, Iowa",,,,,
19039,"Clarke County, Iowa",,,,,
19041,"Clay County, Iowa",C4398,"Spencer, IA",Micro,,
19043,"Clayton County, Iowa",,,,,
19045,"Clinton County, Iowa",C1754,"Clinton, IA",Micro,CS209,"Davenport-Moline, IA-IL"
19047,"Crawford County, Iowa",,,,,
19049,"Dallas County, Iowa",C1978,"Des Moines-West Des Moines, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19051,"Davis County, Iowa",C3690,"Ottumwa, IA",Micro,,
19053,"Decatur County, Iowa",,,,,
19055,"Delaware County, Iowa",,,,,
19057,"Des Moines County, Iowa",C1546,"Burlington, IA-IL",Micro,,
19059,"Dickinson County, Iowa",C4402,"Spirit Lake, IA",Micro,,
19061,"Dubuque County, Iowa",C2022,"Dubuque, IA",Metro,,
19063,"Emmet County, Iowa",,,,,
19065,"Fayette County, Iowa",,,,,
19067,"Floyd County, Iowa",,,,,
19069,"Franklin County, Iowa",,,,,
19071,"Fremont County, Iowa",,,,,
19073,"Greene County, Iowa",,,,,
19075,"Grundy County, Iowa",C4794,"Waterloo-Cedar Falls, IA",Metro,,
19077,"Guthrie County, Iowa",C1978,"Des Moines-West Des Moines, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19079,"Hamilton County, Iowa",,,,,
19081,"Hancock County, Iowa",,,,,
19083,"Hardin County, Iowa",,,,,
19085,"Harrison County, Iowa",C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
19087,"Henry County, Iowa",,,,,
19089,"Howard County, Iowa",,,,,
19091,"Humboldt County, Iowa",,,,,
19093,"Ida County, Iowa",,,,,
19095,"Iowa County, Iowa",,,,,
19097,"Jackson County, Iowa",,,,,
19099,"Jasper County, Iowa",C3550,"Newton, IA",Micro,CS218,"Des Moines-Ames-West Des Moines, IA"
19101,"Jefferson County, Iowa",C2184,"Fairfield, IA",Micro,,
19103,"Johnson County, Iowa",C2698,"Iowa City, IA",Metro,CS168,"Cedar Rapids-Iowa City, IA"
19105,"Jones County, Iowa",C1630,"Cedar Rapids, IA",Metro,CS168,"Cedar Rapids-Iowa City, IA"
19107,"Keokuk County, Iowa",,,,,
19109,"Kossuth County, Iowa",,,,,
19111,"Lee County, Iowa",C2280,"Fort Madison-Keokuk, IA-IL-MO",Micro,,
19113,"Linn County, Iowa",C1630,"Cedar Rapids, IA",Metro,CS168,"Cedar Rapids-Iowa City, IA"
19115,"Louisa County, Iowa",,,,,
19117,"Lucas County, Iowa",,,,,
19119,"Lyon County, Iowa",,,,,
19121,"Madison County, Iowa",C1978,"Des Moines-West Des Moines, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19123,"Mahaska County, Iowa",C3682,"Oskaloosa, IA",Micro,,
19125,"Marion County, Iowa",,,,,
19127,"Marshall County, Iowa",C3226,"Marshalltown, IA",Micro,,
19129,"Mills County, Iowa",C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
19131,"Mitchell County, Iowa",,,,,
19133,"Monona County, Iowa",,,,,
19135,"Monroe County, Iowa",,,,,
19137,"Montgomery County, Iowa",,,,,
19139,"Muscatine County, Iowa",C3470,"Muscatine, IA",Micro,CS209,"Davenport-Moline, IA-IL"
19141,"Obrien County, Iowa",,,,,
19143,"Osceola County, Iowa",,,,,
19145,"Page County, Iowa",,,,,
19147,"Palo Alto County, Iowa",,,,,
19149,"Plymouth County, Iowa",C4358,"Sioux City, IA-NE-SD",Metro,CS512,"Sioux City-Vermillion, IA-SD-NE"
19151,"Pocahontas County, Iowa",,,,,
19153,"Polk County, Iowa",C1978,"Des Moines-West Des Moines, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19155,"Pottawattamie County, Iowa",C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
19157,"Poweshiek County, Iowa",,,,,
19159,"Ringgold County, Iowa",,,,,
19161,"Sac County, Iowa",,,,,
19163,"Scott County, Iowa",C1934,"Davenport-Moline-Rock Island, IA-IL",Metro,CS209,"Davenport-Moline, IA-IL"
19165,"Shelby County, Iowa",,,,,
19167,"Sioux County, Iowa",,,,,
19169,"Story County, Iowa",C1118,"Ames, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19171,"Tama County, Iowa",,,,,
19173,"Taylor County, Iowa",,,,,
19175,"Union County, Iowa",,,,,
19177,"Van Buren County, Iowa",,,,,
19179,"Wapello County, Iowa",C3690,"Ottumwa, IA",Micro,,
19181,"Warren County, Iowa",C1978,"Des Moines-West Des Moines, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19183,"Washington County, Iowa",C2698,"Iowa City, IA",Metro,CS168,"Cedar Rapids-Iowa City, IA"
19185,"Wayne County, Iowa",,,,,
19187,"Webster County, Iowa",C2270,"Fort Dodge, IA",Micro,,
19189,"Winnebago County, Iowa",,,,,
19191,"Winneshiek County, Iowa",,,,,
19193,"Woodbury County, Iowa",C4358,"Sioux City, IA-NE-SD",Metro,CS512,"Sioux City-Vermillion, IA-SD-NE"
19195,"Worth County, Iowa",C3238,"Mason City, IA",Micro,,
19197,"Wright County, Iowa",,,,,
20001,"Allen County, Kansas",,,,,
20003,"Anderson County, Kansas",,,,,
20005,"Atchison County, Kansas",C1186,"Atchison, KS",Micro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20007,"Barber County, Kansas",,,,,
20009,"Barton County, Kansas",C2446,"Great Bend, KS",Micro,,
20011,"Bourbon County, Kansas",,,,,
20013,"Brown County, Kansas",,,,,
20015,"Butler County, Kansas",C4862,"Wichita, KS",Metro,CS556,"Wichita-Arkansas City-Winfield, KS"
20017,"Chase County, Kansas",,,,,
20019,"Chautauqua County, Kansas",,,,,
20021,"Cherokee County, Kansas",,,,,
20023,"Cheyenne County, Kansas",,,,,
20025,"Clark County, Kansas",,,,,
20027,"Clay County, Kansas",,,,,
20029,"Cloud County, Kansas",,,,,
20031,"Coffey County, Kansas",,,,,
20033,"Comanche County, Kansas",,,,,
20035,"Cowley County, Kansas",C1168,"Arkansas City-Winfield, KS",Micro,CS556,"Wichita-Arkansas City-Winfield, KS"
20037,"Crawford County, Kansas",C3826,"Pittsburg, KS",Micro,,
20039,"Decatur County, Kansas",,,,,
20041,"Dickinson County, Kansas",,,,,
20043,"Doniphan County, Kansas",C4114,"St. Joseph, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20045,"Douglas County, Kansas",C2994,"Lawrence, KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20047,"Edwards County, Kansas",,,,,
20049,"Elk County, Kansas",,,,,
20051,"Ellis County, Kansas",C2570,"Hays, KS",Micro,,
20053,"Ellsworth County, Kansas",,,,,
20055,"Finney County, Kansas",C2378,"Garden City, KS",Micro,,
20057,"Ford County, Kansas",C1998,"Dodge City, KS",Micro,,
20059,"Franklin County, Kansas",C3684,"Ottawa, KS",Micro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20061,"Geary County, Kansas",C2792,"Junction City, KS",Micro,CS358,"Manhattan-Junction City, KS"
20063,"Gove County, Kansas",,,,,
20065,"Graham County, Kansas",,,,,
20067,"Grant County, Kansas",,,,,
20069,"Gray County, Kansas",,,,,
20071,"Greeley County, Kansas",,,,,
20073,"Greenwood County, Kansas",,,,,
20075,"Hamilton County, Kansas",,,,,
20077,"Harper County, Kansas",,,,,
20079,"Harvey County, Kansas",C4862,"Wichita, KS",Metro,CS556,"Wichita-Arkansas City-Winfield, KS"
20081,"Haskell County, Kansas",,,,,
20083,"Hodgeman County, Kansas",,,,,
20085,"Jackson County, Kansas",C4582,"Topeka, KS",Metro,,
20087,"Jefferson County, Kansas",C4582,"Topeka, KS",Metro,,
20089,"Jewell County, Kansas",,,,,
20091,"Johnson County, Kansas",C2814,"Kansas City, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20093,"Kearny County, Kansas",C2378,"Garden City, KS",Micro,,
20095,"Kingman County, Kansas",C4862,"Wichita, KS",Metro,CS556,"Wichita-Arkansas City-Winfield, KS"
20097,"Kiowa County, Kansas",,,,,
20099,"Labette County, Kansas",C3766,"Parsons, KS",Micro,,
20101,"Lane County, Kansas",,,,,
20103,"Leavenworth County, Kansas",C2814,"Kansas City, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20105,"Lincoln County, Kansas",,,,,
20107,"Linn County, Kansas",C2814,"Kansas City, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20109,"Logan County, Kansas",,,,,
20111,"Lyon County, Kansas",C2138,"Emporia, KS",Micro,,
20113,"McPherson County, Kansas",C3270,"McPherson, KS",Micro,,
20115,"Marion County, Kansas",,,,,
20117,"Marshall County, Kansas",,,,,
20119,"Meade County, Kansas",,,,,
20121,"Miami County, Kansas",C2814,"Kansas City, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20123,"Mitchell County, Kansas",,,,,
20125,"Montgomery County, Kansas",C1770,"Coffeyville, KS",Micro,,
20127,"Morris County, Kansas",,,,,
20129,"Morton County, Kansas",,,,,
20131,"Nemaha County, Kansas",,,,,
20133,"Neosho County, Kansas",,,,,
20135,"Ness County, Kansas",,,,,
20137,"Norton County, Kansas",,,,,
20139,"Osage County, Kansas",C4582,"Topeka, KS",Metro,,
20141,"Osborne County, Kansas",,,,,
20143,"Ottawa County, Kansas",C4146,"Salina, KS",Micro,,
20145,"Pawnee County, Kansas",,,,,
20147,"Phillips County, Kansas",,,,,
20149,"Pottawatomie County, Kansas",C3174,"Manhattan, KS",Metro,CS358,"Manhattan-Junction City, KS"
20151,"Pratt County, Kansas",,,,,
20153,"Rawlins County, Kansas",,,,,
20155,"Reno County, Kansas",C2674,"Hutchinson, KS",Micro,,
20157,"Republic County, Kansas",,,,,
20159,"Rice County, Kansas",,,,,
20161,"Riley County, Kansas",C3174,"Manhattan, KS",Metro,CS358,"Manhattan-Junction City, KS"
20163,"Rooks County, Kansas",,,,,
20165,"Rush County, Kansas",,,,,
20167,"Russell County, Kansas",,,,,
20169,"Saline County, Kansas",C4146,"Salina, KS",Micro,,
20171,"Scott County, Kansas",,,,,
20173,"Sedgwick County, Kansas",C4862,"Wichita, KS",Metro,CS556,"Wichita-Arkansas City-Winfield, KS"
20175,"Seward County, Kansas",C3058,"Liberal, KS",Micro,,
20177,"Shawnee County, Kansas",C4582,"Topeka, KS",Metro,,
20179,"Sheridan County, Kansas",,,,,
20181,"Sherman County, Kansas",,,,,
20183,"Smith County, Kansas",,,,,
20185,"Stafford County, Kansas",,,,,
20187,"Stanton County, Kansas",,,,,
20189,"Stevens County, Kansas",,,,,
20191,"Sumner County, Kansas",C4862,"Wichita, KS",Metro,CS556,"Wichita-Arkansas City-Winfield, KS"
20193,"Thomas County, Kansas",,,,,
20195,"Trego County, Kansas",,,,,
20197,"Wabaunsee County, Kansas",C4582,"Topeka, KS",Metro,,
20199,"Wallace County, Kansas",,,,,
20201,"Washington County, Kansas",,,,,
20203,"Wichita County, Kansas",,,,,
20205,"Wilson County, Kansas",,,,,
20207,"Woodson County, Kansas",,,,,
20209,"Wyandotte County, Kansas",C2814,"Kansas City, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
21001,"Adair County, Kentucky",,,,,
21003,"Allen County, Kentucky",C1454,"Bowling Green, KY",Metro,CS150,"Bowling Green-Glasgow, KY"
21005,"Anderson County, Kentucky",C2318,"Frankfort, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21007,"Ballard County, Kentucky",C3714,"Paducah, KY-IL",Micro,CS424,"Paducah-Mayfield, KY-IL"
21009,"Barren County, Kentucky",C2398,"Glasgow, KY",Micro,CS150,"Bowling Green-Glasgow, KY"
21011,"Bath County, Kentucky",C3446,"Mount Sterling, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21013,"Bell County, Kentucky",C3318,"Middlesborough, KY",Micro,,
21015,"Boone County, Kentucky",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21017,"Bourbon County, Kentucky",C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21019,"Boyd County, Kentucky",C2658,"Huntington-Ashland, WV-KY-OH",Metro,CS170,"Charleston-Huntington-Ashland, WV-OH-KY"
21021,"Boyle County, Kentucky",C1922,"Danville, KY",Micro,,
21023,"Bracken County, Kentucky",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21025,"Breathitt County, Kentucky",,,,,
21027,"Breckinridge County, Kentucky",,,,,
21029,"Bullitt County, Kentucky",C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21031,"Butler County, Kentucky",C1454,"Bowling Green, KY",Metro,CS150,"Bowling Green-Glasgow, KY"
21033,"Caldwell County, Kentucky",,,,,
21035,"Calloway County, Kentucky",C3466,"Murray, KY",Micro,,
21037,"Campbell County, Kentucky",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21039,"Carlisle County, Kentucky",,,,,
21041,"Carroll County, Kentucky",,,,,
21043,"Carter County, Kentucky",,,,,
21045,"Casey County, Kentucky",,,,,
21047,"Christian County, Kentucky",C1730,"Clarksville, TN-KY",Metro,,
21049,"Clark County, Kentucky",C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21051,"Clay County, Kentucky",,,,,
21053,"Clinton County, Kentucky",,,,,
21055,"Crittenden County, Kentucky",,,,,
21057,"Cumberland County, Kentucky",,,,,
21059,"Daviess County, Kentucky",C3698,"Owensboro, KY",Metro,,
21061,"Edmonson County, Kentucky",C1454,"Bowling Green, KY",Metro,CS150,"Bowling Green-Glasgow, KY"
21063,"Elliott County, Kentucky",,,,,
21065,"Estill County, Kentucky",,,,,
21067,"Fayette County, Kentucky",C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21069,"Fleming County, Kentucky",,,,,
21071,"Floyd County, Kentucky",,,,,
21073,"Franklin County, Kentucky",C2318,"Frankfort, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21075,"Fulton County, Kentucky",C4646,"Union City, TN-KY",Micro,CS362,"Martin-Union City, TN-KY"
21077,"Gallatin County, Kentucky",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21079,"Garrard County, Kentucky",,,,,
21081,"Grant County, Kentucky",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21083,"Graves County, Kentucky",C3246,"Mayfield, KY",Micro,CS424,"Paducah-Mayfield, KY-IL"
21085,"Grayson County, Kentucky",,,,,
21087,"Green County, Kentucky",,,,,
21089,"Greenup County, Kentucky",C2658,"Huntington-Ashland, WV-KY-OH",Metro,CS170,"Charleston-Huntington-Ashland, WV-OH-KY"
21091,"Hancock County, Kentucky",C3698,"Owensboro, KY",Metro,,
21093,"Hardin County, Kentucky",C2106,"Elizabethtown-Fort Knox, KY",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21095,"Harlan County, Kentucky",,,,,
21097,"Harrison County, Kentucky",,,,,
21099,"Hart County, Kentucky",,,,,
21101,"Henderson County, Kentucky",C2178,"Evansville, IN-KY",Metro,,
21103,"Henry County, Kentucky",C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21105,"Hickman County, Kentucky",,,,,
21107,"Hopkins County, Kentucky",C3158,"Madisonville, KY",Micro,,
21109,"Jackson County, Kentucky",,,,,
21111,"Jefferson County, Kentucky",C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21113,"Jessamine County, Kentucky",C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21115,"Johnson County, Kentucky",,,,,
21117,"Kenton County, Kentucky",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21119,"Knott County, Kentucky",,,,,
21121,"Knox County, Kentucky",C3094,"London, KY",Micro,,
21123,"Larue County, Kentucky",C2106,"Elizabethtown-Fort Knox, KY",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21125,"Laurel County, Kentucky",C3094,"London, KY",Micro,,
21127,"Lawrence County, Kentucky",,,,,
21129,"Lee County, Kentucky",,,,,
21131,"Leslie County, Kentucky",,,,,
21133,"Letcher County, Kentucky",,,,,
21135,"Lewis County, Kentucky",,,,,
21137,"Lincoln County, Kentucky",C1922,"Danville, KY",Micro,,
21139,"Livingston County, Kentucky",C3714,"Paducah, KY-IL",Micro,CS424,"Paducah-Mayfield, KY-IL"
21141,"Logan County, Kentucky",,,,,
21143,"Lyon County, Kentucky",,,,,
21145,"McCracken County, Kentucky",C3714,"Paducah, KY-IL",Micro,CS424,"Paducah-Mayfield, KY-IL"
21147,"McCreary County, Kentucky",,,,,
21149,"McLean County, Kentucky",C3698,"Owensboro, KY",Metro,,
21151,"Madison County, Kentucky",C4008,"Richmond-Berea, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21153,"Magoffin County, Kentucky",,,,,
21155,"Marion County, Kentucky",,,,,
21157,"Marshall County, Kentucky",,,,,
21159,"Martin County, Kentucky",,,,,
21161,"Mason County, Kentucky",C3250,"Maysville, KY",Micro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21163,"Meade County, Kentucky",C2106,"Elizabethtown-Fort Knox, KY",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21165,"Menifee County, Kentucky",C3446,"Mount Sterling, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21167,"Mercer County, Kentucky",,,,,
21169,"Metcalfe County, Kentucky",C2398,"Glasgow, KY",Micro,CS150,"Bowling Green-Glasgow, KY"
21171,"Monroe County, Kentucky",,,,,
21173,"Montgomery County, Kentucky",C3446,"Mount Sterling, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21175,"Morgan County, Kentucky",,,,,
21177,"Muhlenberg County, Kentucky",,,,,
21179,"Nelson County, Kentucky",C1268,"Bardstown, KY",Micro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21181,"Nicholas County, Kentucky",,,,,
21183,"Ohio County, Kentucky",,,,,
21185,"Oldham County, Kentucky",C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21187,"Owen County, Kentucky",,,,,
21189,"Owsley County, Kentucky",,,,,
21191,"Pendleton County, Kentucky",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21193,"Perry County, Kentucky",,,,,
21195,"Pike County, Kentucky",,,,,
21197,"Powell County, Kentucky",,,,,
21199,"Pulaski County, Kentucky",C4370,"Somerset, KY",Micro,,
21201,"Robertson County, Kentucky",,,,,
21203,"Rockcastle County, Kentucky",C4008,"Richmond-Berea, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21205,"Rowan County, Kentucky",,,,,
21207,"Russell County, Kentucky",,,,,
21209,"Scott County, Kentucky",C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21211,"Shelby County, Kentucky",C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21213,"Simpson County, Kentucky",,,,,
21215,"Spencer County, Kentucky",C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21217,"Taylor County, Kentucky",C1582,"Campbellsville, KY",Micro,,
21219,"Todd County, Kentucky",,,,,
21221,"Trigg County, Kentucky",C1730,"Clarksville, TN-KY",Metro,,
21223,"Trimble County, Kentucky",C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21225,"Union County, Kentucky",,,,,
21227,"Warren County, Kentucky",C1454,"Bowling Green, KY",Metro,CS150,"Bowling Green-Glasgow, KY"
21229,"Washington County, Kentucky",,,,,
21231,"Wayne County, Kentucky",,,,,
21233,"Webster County, Kentucky",,,,,
21235,"Whitley County, Kentucky",C3094,"London, KY",Micro,,
21237,"Wolfe County, Kentucky",,,,,
21239,"Woodford County, Kentucky",C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
22001,"Acadia Parish, Louisiana",C2918,"Lafayette, LA",Metro,CS318,"Lafayette-Opelousas-Morgan City, LA"
22003,"Allen Parish, Louisiana",,,,,
22005,"Ascension Parish, Louisiana",C1294,"Baton Rouge, LA",Metro,,
22007,"Assumption Parish, Louisiana",,,,,
22009,"Avoyelles Parish, Louisiana",,,,,
22011,"Beauregard Parish, Louisiana",C1976,"DeRidder, LA",Micro,CS217,"DeRidder-Fort Polk South, LA"
22013,"Bienville Parish, Louisiana",,,,,
22015,"Bossier Parish, Louisiana",C4334,"Shreveport-Bossier City, LA",Metro,,
22017,"Caddo Parish, Louisiana",C4334,"Shreveport-Bossier City, LA",Metro,,
22019,"Calcasieu Parish, Louisiana",C2934,"Lake Charles, LA",Metro,,
22021,"Caldwell Parish, Louisiana",,,,,
