id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,city,msa_state
MYRPOP,2022-01-02,2022-01-02,"Resident Population in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2000-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-05-05 14:46:40-05,13,13,All observations are July 1 estimates of each year.,Myrtle Beach,SC
MYRT845BP1FH,2022-01-02,2022-01-02,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1993-01-01,2021-11-01,Monthly,M,Units,Units,Not Seasonally Adjusted,NSA,2021-12-23 07:58:39-06,1,1,"This series represents the total number of building permits for 1-unit structure types. The 1-unit structure type is a single-family home or house. A single-family home or house types include fully detached, semidetached (semidetached, side-by-side), row houses, and townhouses. For attached units, each must be separated from the adjacent unit by a ground-to-roof wall in order to be classified as a single-family structure. These units also must not share heating/air-conditioning systems or utilities. Units built on top of one another and those built side-by-side that do not have a ground-to-roof wall and/or have common facilities (i.e., attic, basement, heating plant, plumbing, etc.) are not included under single-family structures.

The Saint Louis Federal Reserve Bank uses the most recent Metropolitan Statistical Area definitions released by the Office of Management and Budget. For more information on specific definitions visit here (https://census.gov/programs-surveys/metro-micro.html).",Myrtle Beach,SC
MYRT845BP1FHSA,2022-01-02,2022-01-02,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1993-01-01,2021-11-01,Monthly,M,Units,Units,Seasonally Adjusted,SA,2021-12-23 07:59:22-06,1,1,"This series represents the total number of building permits for 1-unit structure types. The 1-unit structure type is a single-family home or house. A single-family home or house types include fully detached, semidetached (semidetached, side-by-side), row houses, and townhouses. For attached units, each must be separated from the adjacent unit by a ground-to-roof wall in order to be classified as a single-family structure. These units also must not share heating/air-conditioning systems or utilities. Units built on top of one another and those built side-by-side that do not have a ground-to-roof wall and/or have common facilities (i.e., attic, basement, heating plant, plumbing, etc.) are not included under single-family structures.

The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/MYRT845BP1FH).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Myrtle Beach,SC
MYRT845BPPRIV,2022-01-02,2022-01-02,"New Private Housing Structures Authorized by Building Permits for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1993-01-01,2021-11-01,Monthly,M,Units,Units,Not Seasonally Adjusted,NSA,2021-12-23 07:58:38-06,1,2,"This series represents the total number of building permits for all structure types. Structure types include 1-unit, 2-unit, 3-unit, 4-unit, and 5-unit or more.

The Saint Louis Federal Reserve Bank uses the most recent Metropolitan Statistical Area definitions released by the Office of Management and Budget. For more information on specific definitions visit here (https://census.gov/programs-surveys/metro-micro.html).",Myrtle Beach,SC
MYRT845BPPRIVSA,2022-01-02,2022-01-02,"New Private Housing Structures Authorized by Building Permits for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1993-01-01,2021-11-01,Monthly,M,Units,Units,Seasonally Adjusted,SA,2021-12-23 07:59:22-06,1,2,"This series represents the total number of building permits for all structure types. Structure types include 1-unit, 2-unit, 3-unit, 4-unit, and 5-unit or more.

The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/MYRT845BPPRIV).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Myrtle Beach,SC
MYRT845GOVT,2022-01-02,2022-01-02,"All Employees: Government in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:52-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/MYRT845GOVTN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Myrtle Beach,SC
MYRT845GOVTN,2022-01-02,2022-01-02,"All Employees: Government in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:19-06,1,1,,Myrtle Beach,SC
MYRT845LEIH,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:52-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/MYRT845LEIHN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Myrtle Beach,SC
MYRT845LEIHN,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:19-06,1,1,,Myrtle Beach,SC
MYRT845LF,2022-01-02,2022-01-02,"Civilian Labor Force in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Persons,Persons,Smoothed Seasonally Adjusted,SSA,2021-12-30 13:33:25-06,1,1,,Myrtle Beach,SC
MYRT845LFN,2022-01-02,2022-01-02,"Civilian Labor Force in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Persons,Persons,Not Seasonally Adjusted,NSA,2021-12-30 10:34:08-06,1,1,,Myrtle Beach,SC
MYRT845NA,2022-01-02,2022-01-02,"All Employees: Total Nonfarm in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 15:50:19-06,1,1,,Myrtle Beach,SC
MYRT845NAN,2022-01-02,2022-01-02,"All Employees: Total Nonfarm in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:18-06,1,1,,Myrtle Beach,SC
MYRT845PCPI,2022-01-02,2022-01-02,"Per Capita Personal Income in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1969-01-01,2020-01-01,Annual,A,Dollars,$,Not Seasonally Adjusted,NSA,2021-11-16 07:41:08-06,2,2,,Myrtle Beach,SC
MYRT845TRAD,2022-01-02,2022-01-02,"All Employees: Trade, Transportation, and Utilities in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:08:51-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/MYRT845TRADN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Myrtle Beach,SC
MYRT845TRADN,2022-01-02,2022-01-02,"All Employees: Trade, Transportation, and Utilities in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:54:18-06,1,1,,Myrtle Beach,SC
MYRT845UR,2022-01-02,2022-01-02,"Unemployment Rate in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2021-12-30 13:31:59-06,1,5,,Myrtle Beach,SC
MYRT845URN,2022-01-02,2022-01-02,"Unemployment Rate in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-30 10:20:05-06,5,5,,Myrtle Beach,SC
NEWLISCOU34820,2022-01-02,2022-01-02,"Housing Inventory: New Listing Count in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 17:56:50-06,1,1,"The count of new listings added to the market in a given geography during the month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
NEWLISCOUMM34820,2022-01-02,2022-01-02,"Housing Inventory: New Listing Count Month-Over-Month in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:09:36-06,1,1,"The count of new listings added to the market in a given geography during the month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
NEWLISCOUYY34820,2022-01-02,2022-01-02,"Housing Inventory: New Listing Count Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 17:59:44-06,1,1,"The count of new listings added to the market in a given geography during the month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
NGMP34820,2022-01-02,2022-01-02,"Total Gross Domestic Product for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2001-01-01,2020-01-01,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2021-12-08 08:37:19-06,4,4,"The All industry total includes all Private industries and Government.

Gross domestic product (GDP) by metropolitan area is the measure of the market value of all final goods and services produced within a metropolitan area in a particular period of time. In concept, an industry's GDP by metropolitan area, referred to as its ""value added"", is equivalent to its gross output (sales or receipts and other operating income, commodity taxes, and inventory change) minus its intermediate inputs (consumption of goods and services purchased from other U.S. industries or imported). GDP by metropolitan area is the metropolitan area counterpart of the nation's, BEA's featured measure of U.S. production.

For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm.",Myrtle Beach,SC
NIHHRAMSA34820,2022-01-02,2022-01-02,"Market Hotness: Nielsen Household Rank in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2017-08-01,2021-11-01,Monthly,M,Rank,Rank,Not Seasonally Adjusted,NSA,2021-12-02 16:15:08-06,1,1,"Market size rank based on total number of households

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
PCRGMP34820,2022-01-02,2022-01-02,"Total Per Capita Real Gross Domestic Product for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA) (DISCONTINUED)",2001-01-01,2017-01-01,Annual,A,Chained 2009 Dollars,Chn. 2009 $,Not Seasonally Adjusted,NSA,2018-09-18 08:31:48-05,1,1,"The All industry total includes all Private industries and Government.

Real GDP by metropolitan area is an inflation-adjusted measure of each metropolitan area's gross product that is based on national prices for the goods and services produced within the metropolitan area. Gross Domestic Product of a given area divided by the resident population of the area.

For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm.",Myrtle Beach,SC
PENLISCOU34820,2022-01-02,2022-01-02,"Housing Inventory: Pending Listing Count in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 17:57:43-06,1,1,"The count of pending listings in a given market during the specified month, if a pending definition is available for that geography.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
PENLISCOUMM34820,2022-01-02,2022-01-02,"Housing Inventory: Pending Listing Count Month-Over-Month in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 19:02:15-06,0,0,"The count of pending listings in a given market during the specified month, if a pending definition is available for that geography.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
PENLISCOUYY34820,2022-01-02,2022-01-02,"Housing Inventory: Pending Listing Count Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:08:49-06,1,1,"The count of pending listings in a given market during the specified month, if a pending definition is available for that geography.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
PRIINCCOU34820,2022-01-02,2022-01-02,"Housing Inventory: Price Increased Count in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 17:56:30-06,1,1,"The count of listings which have had their price increased in a given market during the month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
PRIINCCOUMM34820,2022-01-02,2022-01-02,"Housing Inventory: Price Increased Count Month-Over-Month in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:05:10-06,1,1,"The count of listings which have had their price increased in a given market during the month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
PRIINCCOUYY34820,2022-01-02,2022-01-02,"Housing Inventory: Price Increased Count Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:02:52-06,1,1,"The count of listings which have had their price increased in a given market during the month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
PRIREDCOU34820,2022-01-02,2022-01-02,"Housing Inventory: Price Reduced Count in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 17:55:41-06,1,1,"The count of listings which have had their price reduced in a given market during the month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
PRIREDCOUMM34820,2022-01-02,2022-01-02,"Housing Inventory: Price Reduced Count Month-Over-Month in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 19:03:18-06,0,0,"The count of listings which have had their price reduced in a given market during the month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
PRIREDCOUYY34820,2022-01-02,2022-01-02,"Housing Inventory: Price Reduced Count Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 19:03:16-06,0,0,"The count of listings which have had their price reduced in a given market during the month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",Myrtle Beach,SC
QGMP34820,2022-01-02,2022-01-02,"Total Quantity Indexes for Real GDP for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2001-01-01,2020-01-01,Annual,A,Index 2009=100,Index 2009=100,Not Seasonally Adjusted,NSA,2021-12-08 08:49:23-06,1,1,"The All industry total includes all Private industries and Government.

A chained-type index is based on the linking (chaining) of indexes to create a time series. Annual chained-type Fisher indices are used in BEA's national income and product accounts (NIPAs) whereby Fisher ideal price indices are calculated using the weights of adjacent years. Those annual changes are then multiplied (chained) together, forming the chained-type index time series. Chain-type indexes or chain-dollar estimates are used when you want to show how output or spending has changed over time. The percent changes in quantity indexes exactly match the percent changes in chained dollars, so they can be used interchangeably for making comparisons. Real estimates remove the effects of price changes, which can obscure changes in output or spending in current dollars.

For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm.",Myrtle Beach,SC
RGMP34820,2022-01-02,2022-01-02,"Total Real Gross Domestic Product for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2001-01-01,2020-01-01,Annual,A,Millions of Chained 2012 Dollars,Mil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,2021-12-08 08:35:59-06,2,2,"The All industry total includes all Private industries and Government.

Real GDP by metropolitan area is an inflation-adjusted measure of each metropolitan area's gross product that is based on national prices for the goods and services produced within the metropolitan area.

For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm.",Myrtle Beach,SC
RPI34820,2022-01-02,2022-01-02,"Real Personal Income for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2008-01-01,2020-01-01,Annual,A,Thousands of Chained 2012 Dollars,Thous. of Chn. 2012 $,Not Seasonally Adjusted,NSA,2021-12-14 11:02:36-06,1,1,"Real personal income is personal income at RPPs divided by the national PCE price index. It is estimated for states, state metro/nonmetro portions, metropolitan statistical areas, and the combined nonmetropolitan portion of the United States.

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.",Myrtle Beach,SC
RPIPC34820,2022-01-02,2022-01-02,"Real Per Capita Personal Income for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2008-01-01,2020-01-01,Annual,A,Chained 2012 Dollars,Chn. 2012 $,Not Seasonally Adjusted,NSA,2021-12-14 11:01:59-06,1,1,"Real per capita personal income is the real personal income divided by midyear population. Real personal income is personal income at RPPs divided by the national PCE price index. It is estimated for states, state metro/nonmetro portions, metropolitan statistical areas, and the combined nonmetropolitan portion of the United States.

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.",Myrtle Beach,SC
