date,Number of Private Establishments for All Industries,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
1993-10-01,1518,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1994-01-01,1516,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1994-04-01,1535,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1994-07-01,1586,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1994-10-01,1616,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1995-01-01,1602,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1995-04-01,1625,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1995-07-01,1616,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1995-10-01,1616,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1996-01-01,1618,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1996-04-01,1636,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1996-07-01,1661,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1996-10-01,1711,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1997-01-01,1757,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1997-04-01,1766,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1997-07-01,1784,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1997-10-01,1799,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1998-01-01,1811,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1998-04-01,1841,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1998-07-01,1873,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1998-10-01,1882,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1999-01-01,1865,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1999-04-01,1877,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1999-07-01,1922,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1999-10-01,1920,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2000-01-01,1936,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2000-04-01,1950,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2000-07-01,1970,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2000-10-01,1964,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2001-01-01,2039,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2001-04-01,2055,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2001-07-01,2069,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2001-10-01,2065,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2002-01-01,2052,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2002-04-01,2051,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2002-07-01,2068,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2002-10-01,2090,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2003-01-01,2107,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2003-04-01,2113,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2003-07-01,2100,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2003-10-01,2099,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2004-01-01,2114,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2004-04-01,2104,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2004-07-01,2107,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2004-10-01,2157,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2005-01-01,2188,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2005-04-01,2181,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2005-07-01,2184,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2005-10-01,2186,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2006-01-01,2213,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2006-04-01,2216,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2006-07-01,2249,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2006-10-01,2242,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2007-01-01,2336,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2007-04-01,2369,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2007-07-01,2423,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2007-10-01,2459,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2008-01-01,2385,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2008-04-01,2421,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2008-07-01,2461,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2008-10-01,2487,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2009-01-01,2512,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2009-04-01,2510,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2009-07-01,2528,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2009-10-01,2524,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2010-01-01,2552,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2010-04-01,2561,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2010-07-01,2583,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2010-10-01,2597,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2011-01-01,2612,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2011-04-01,2623,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2011-07-01,2672,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2011-10-01,2675,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2012-01-01,2700,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2012-04-01,2684,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2012-07-01,2686,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2012-10-01,2694,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2013-01-01,2726,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2013-04-01,2748,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2013-07-01,2784,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2013-10-01,2778,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2014-01-01,2801,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2014-04-01,2804,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2014-07-01,2838,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2014-10-01,2856,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2015-01-01,2868,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2015-04-01,2883,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2015-07-01,2897,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2015-10-01,2889,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2016-01-01,2894,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2016-04-01,2902,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2016-07-01,2922,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2016-10-01,2937,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2017-01-01,2972,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2017-04-01,3009,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2017-07-01,3022,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2017-10-01,3037,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2018-01-01,3125,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2018-04-01,3140,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2018-07-01,3171,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2018-10-01,3186,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2019-01-01,3205,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2019-04-01,3225,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2019-07-01,3268,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2019-10-01,3321,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2020-01-01,3366,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2020-04-01,3387,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2020-07-01,3412,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2020-10-01,3438,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2021-01-01,3528,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
2021-04-01,3543,TX,Dallas,Johnson County,TX,"Number of Private Establishments for All Industries in Johnson County, TX",ENU4825120510,Quarterly,Not Seasonally Adjusted
1990-01-01,6992,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1990-04-01,6855,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1990-07-01,7061,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1990-10-01,7114,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1991-01-01,7324,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1991-04-01,7315,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1991-07-01,7365,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1991-10-01,7447,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1992-01-01,7603,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1992-04-01,7591,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1992-07-01,7607,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1992-10-01,7720,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1993-01-01,7797,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1993-04-01,7745,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1993-07-01,7783,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1993-10-01,7876,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1994-01-01,7967,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1994-04-01,8030,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1994-07-01,8120,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1994-10-01,7989,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1995-01-01,8356,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1995-04-01,8367,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1995-07-01,8422,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1995-10-01,8489,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1996-01-01,9049,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1996-04-01,9043,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1996-07-01,8968,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1996-10-01,9071,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1997-01-01,9091,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1997-04-01,9182,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1997-07-01,9310,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1997-10-01,9212,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1998-01-01,9294,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1998-04-01,9318,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1998-07-01,9411,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1998-10-01,9492,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1999-01-01,9557,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1999-04-01,9614,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1999-07-01,9594,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
1999-10-01,9650,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2000-01-01,9787,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2000-04-01,9832,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2000-07-01,9895,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2000-10-01,9761,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2001-01-01,9906,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2001-04-01,9998,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2001-07-01,9976,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2001-10-01,9988,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2002-01-01,10028,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2002-04-01,10165,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2002-07-01,10246,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2002-10-01,10311,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2003-01-01,10371,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2003-04-01,10451,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2003-07-01,10573,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2003-10-01,10619,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2004-01-01,10720,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2004-04-01,10847,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2004-07-01,10917,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2004-10-01,11117,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2005-01-01,11313,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2005-04-01,11424,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2005-07-01,11498,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2005-10-01,11628,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2006-01-01,11788,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2006-04-01,11891,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
2006-07-01,11971,IL,Chicago,Kane County,IL,"Number of Private Establishments for All Industries in Kane County, IL",ENU1708920510,Quarterly,Not Seasonally Adjusted
